Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Material_Footprint_Per_Capita,Continent,Hemisphere,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Footprint_kgCO2e,Carbon_Per_Capita_kgCO2e,Years_From_2018,Is_Pandemic_Year,Is_Post_Pandemic,Year_Trend,Country_Trend,Year_Cycle,Year_Cycle_Cos,Population_Material_Interaction,Year_Population_Interaction,GDP_Per_Capita_Proxy,Waste_Efficiency,Economic_Intensity,Waste_Trend,Economic_Trend,Category_Waste_Share,Category_Economic_Share,Sustainability_Score,Country_Encoded,Food Category_Encoded,Continent_Encoded,Hemisphere_Encoded,ISO_Code
Australia,2018,Dairy Products,22602.91,20190.34,83.28,1323.05,68.33,47.7,Oceania,Southern Hemisphere,83.28,15.260451230112242,56507275.0,0.042709856014511924,0,0,0,0,15.0,1267.9467949888406,0.3090169943749612,63109.485,0.0,15260.451230112241,17.08394240580477,0.8932628586319196,19843.796666666665,19543.55,0.04020204869232191,0.03549848965173158,63.78407021654511,1,2,4,1,AUS
UK,2021,Bakery Items,15393.58,14761.96,181.57,242.72,69.69,17.549999999999997,Europe,Unknown,181.57,60.81888595912986,38483950.0,0.15855285926170073,3,1,0,3,105.0,1269.8317505809944,0.8090169943749828,4259.735999999999,728.16,60818.88595912986,63.42114370468029,0.9589686089915406,23562.95,23183.14333333334,0.019487571751293974,0.018226249935580738,20.48682844429796,18,0,3,2,GBR
Germany,2023,Beverages,29574.47,34769.68,136.65,495.08,51.01,17.549999999999997,Europe,Unknown,136.65,70.23042740567182,73936175.0,0.1493418740405591,5,0,1,5,229.0,1271.0883876424302,-0.30901699437484287,8688.653999999999,2475.4,70230.42740567181,59.73674961622365,1.175665362726703,30152.293333333335,34153.96333333334,0.029309193370083177,0.03451536492363065,24.59948755756645,6,1,3,2,DEU
Germany,2023,Beverages,6355.69,6599.21,37.45,821.11,30.92,17.549999999999997,Europe,Unknown,37.45,8.036937803704742,15889224.999999998,0.01935090913519504,5,0,1,5,229.0,1271.0883876424302,-0.30901699437484287,14410.480499999998,4105.55,8036.937803704742,7.740363654078016,1.038315273400685,18249.413333333338,19800.7,0.0062986808287791435,0.006550941549006854,82.82457543244308,6,1,3,2,DEU
India,2020,Beverages,17056.13,17884.77,149.27,1382.2,40.42,5.23,Asia,Northern Hemisphere,149.27,12.939350311098249,42640325.00000001,0.03084960570105629,2,1,0,2,107.5,1269.2034320502764,1.0,7228.906000000001,2764.4,12939.35031109825,12.339842280422515,1.0485831193828845,21508.866666666676,23378.573333333345,0.015543260754228246,0.016124932007991432,48.6391775912796,7,1,2,0,IND
South Korea,2021,Beverages,40625.93,36992.57,39.86,883.42,52.06,22.01,Asia,Northern Hemisphere,39.86,41.87427271286591,101564825.0,0.11496776731339567,3,1,0,3,126.0,1269.8317505809944,0.8090169943749828,19444.0742,2650.2599999999998,41874.27271286591,45.98710692535827,0.9105654935160868,25189.266666666674,23884.129999999994,0.0443269787304003,0.03943844494236657,52.47260062786293,15,1,2,0,KOR
Saudi Arabia,2019,Beverages,3365.2,3182.65,100.43,16.69,69.53,30.03,Asia,Northern Hemisphere,100.43,190.69203115638106,8413000.0,0.50407429598562,1,0,0,1,56.0,1268.5751135195585,0.8090169943749413,501.20070000000004,16.69,190692.03115638107,201.62971839424802,0.9457535956258173,6830.4766666666665,7235.46,0.003129721826674625,0.0030149152789055475,13.218666666666664,13,1,2,0,SAU
France,2022,Frozen Food,21759.95,20158.29,178.59,267.77,68.79,17.549999999999997,Europe,Unknown,178.59,75.28210777906413,54399875.0,0.20315896104866119,4,1,0,4,150.5,1270.4600691117123,0.30901699437502833,4699.363499999999,1071.08,75282.10777906413,81.26358441946448,0.9263941323394586,25653.073333333337,26521.36333333333,0.02230849354784804,0.020459468308919156,17.81046233708033,5,3,3,2,FRA
Turkey,2019,Dairy Products,24930.08,26461.72,127.68,95.47,44.17,17.49,Europe,Northern Hemisphere,127.68,277.1731433958312,62325200.00000001,0.6528249711951399,1,0,0,1,55.5,1268.5751135195585,0.8090169943749413,1669.7703,95.47,277173.14339583117,261.12998847805596,1.0614374281991874,30347.306666666675,28568.983333333337,0.027306763481337638,0.02803220850302302,5.951999999999997,17,2,3,0,TUR
Australia,2019,Meat & Seafood,19096.71,18273.39,128.92,481.02,62.67,46.82,Oceania,Southern Hemisphere,128.92,37.98883622302607,47741774.99999999,0.09925112261444428,1,0,0,1,45.0,1268.5751135195585,0.8090169943749413,22521.3564,481.02,37988.83622302607,39.700449045777724,0.9568868145350692,16102.666666666664,14892.376666666669,0.0202006314832125,0.018938299883967172,31.174638809197123,1,6,4,1,AUS
Germany,2024,Fruits & Vegetables,38728.72,35494.63,160.46,160.58,62.81,17.549999999999997,Europe,Unknown,160.46,221.04016689500557,96821800.0,0.6029505542408768,6,0,1,6,268.5,1271.7167061731484,-0.8090169943750019,2818.1789999999996,963.48,221040.16689500556,241.1802216963507,0.9164937545057,24886.293333333335,25621.173333333336,0.04376676432375724,0.03991178498393813,0.0,6,4,3,2,DEU
Turkey,2018,Beverages,35649.51,30541.38,67.02,653.66,35.02,17.43,Europe,Northern Hemisphere,67.02,46.72364837989169,89123775.00000001,0.13634576844230947,0,0,0,0,20.0,1267.9467949888406,0.3090169943749612,11393.2938,0.0,46723.64837989169,54.53830737692379,0.8567124765529737,28286.18000000001,27346.190000000006,0.03210404895076538,0.027756437055357578,43.947253893461436,17,1,3,0,TUR
Japan,2018,Bakery Items,47890.2,49580.18,145.56,668.13,55.47,18.89,Asia,Northern Hemisphere,145.56,74.2073847903851,119725500.0,0.17919491715684074,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,12620.9757,0.0,74207.38479038511,71.67796686273628,1.0352886394293614,46432.60666666667,43883.97,0.062401119103172614,0.06439921967860515,20.432304970589552,10,0,2,0,JPN
South Korea,2020,Bakery Items,8003.98,6499.63,75.42,48.0,57.46,22.01,Asia,Northern Hemisphere,75.42,135.40895833333335,20009949.999999996,0.41687395833333324,2,1,0,2,90.0,1269.2034320502764,1.0,1056.48,96.0,135408.95833333334,166.74958333333333,0.8120497552467648,24388.78333333334,22794.83333333333,0.01084372139781825,0.008961244657036262,24.875562500000008,15,0,2,0,KOR
France,2018,Prepared Food,22064.87,20476.45,113.47,243.26,39.82,17.61,Europe,Northern Hemisphere,113.47,84.17516237770288,55162174.99999999,0.2267622091589246,0,0,0,0,19.5,1267.9467949888406,0.3090169943749612,4283.808599999999,0.0,84175.16237770287,90.70488366356984,0.9280113592330252,21082.24,19360.063333333335,0.024374467823745433,0.02358957221430653,26.135600783797862,5,7,3,0,FRA
Germany,2024,Frozen Food,3513.33,4052.67,133.87,363.3,54.85,17.549999999999997,Europe,Unknown,133.87,11.155161023947151,8783325.0,0.024176507018992568,6,0,1,6,268.5,1271.7167061731484,-0.8090169943750019,6375.914999999999,2179.8,11155.161023947152,9.670602807597026,1.1535124796133582,16199.246666666671,15382.17,0.003970363236935949,0.004557007458617164,54.484372144233404,6,3,3,2,DEU
Canada,2023,Bakery Items,48403.15,54948.5,175.17,160.14,36.3,17.549999999999997,America,Unknown,175.17,343.12788809791437,121007875.0,0.7556380354689647,5,0,1,5,200.0,1271.0883876424302,-0.30901699437484287,2810.4569999999994,800.6999999999999,343127.88809791434,302.2552141875859,1.13522570328584,26007.389999999996,28409.013333333336,0.05637412944325599,0.06374256368174847,0.0,3,0,1,2,CAN
Canada,2019,Grains & Cereals,18317.53,19745.29,74.4,403.38,33.95,35.05,America,Northern Hemisphere,74.4,48.94960087262631,45793825.0,0.11352527393524717,1,0,0,1,53.5,1268.5751135195585,0.8090169943749413,14138.469,403.38,48949.60087262631,45.41010957409886,1.0779450067776606,31219.053333333326,33962.08666666667,0.015891079996368154,0.016969666519881993,43.34848356388517,3,5,1,0,CAN
France,2024,Prepared Food,11808.79,9716.69,26.98,929.6,47.29,17.549999999999997,Europe,Unknown,26.98,10.452549483648882,29521975.000000004,0.03175771837349398,6,0,1,6,223.0,1271.7167061731484,-0.8090169943750019,16314.479999999998,5577.6,10452.549483648882,12.703087349397592,0.8228353624715149,18544.53666666667,16783.81,0.016195831034745756,0.013215580122360836,83.06045811818703,5,7,3,2,FRA
Spain,2018,Prepared Food,6439.2,5394.1,26.84,93.18,51.99,13.99,Europe,Northern Hemisphere,26.84,57.88903198111183,16098000.0,0.17276239536381197,0,0,0,0,18.0,1267.9467949888406,0.3090169943749612,1303.5882000000001,0.0,57889.031981111824,69.10495814552479,0.8376972294694994,21864.679999999997,19641.07666666666,0.007524437595264905,0.006060996336288901,52.476922944837945,16,7,3,0,ESP
Spain,2024,Frozen Food,43174.51,44863.41,106.07,1045.29,66.83,17.549999999999997,Europe,Unknown,106.07,42.919582125534546,107936275.00000001,0.10325964564857601,6,0,1,6,255.5,1271.7167061731484,-0.8090169943750019,18344.839499999995,6271.74,42919.58212553454,41.3038582594304,1.0391179888318363,20359.14333333333,20408.679999999997,0.04379293366446002,0.044302539408068456,35.51908792775211,16,3,3,2,ESP
Russia,2021,Dairy Products,48267.58,51264.82,36.41,330.84,57.51,17.549999999999997,Europe,Unknown,36.41,154.95351227179302,120668950.00000001,0.3647350683109661,3,1,0,3,109.0,1269.8317505809944,0.8090169943749828,5806.241999999998,992.52,154953.512271793,145.89402732438643,1.0620963387847495,40713.613333333335,41836.86666666667,0.058630932016546386,0.06337771457910138,38.40656256800871,12,2,3,2,RUS
Canada,2024,Frozen Food,29213.17,32840.66,196.08,720.28,61.88,17.549999999999997,America,Unknown,196.08,45.59429666240907,73032924.99999999,0.10139518659410228,6,0,1,6,236.0,1271.7167061731484,-0.8090169943750019,12640.913999999997,4321.68,45594.29666240907,40.558074637640914,1.1241731041170817,31977.949999999993,35844.81666666667,0.029679898573831923,0.0338403593757453,23.91628880435386,3,3,1,2,CAN
Italy,2020,Frozen Food,8903.52,9527.79,47.76,1394.72,38.95,11.85,Europe,Northern Hemisphere,47.76,6.831328151887118,22258800.000000004,0.015959332339107495,2,1,0,2,76.0,1269.2034320502764,1.0,16527.432,2789.44,6831.328151887118,6.383732935642997,1.0701149657663487,15966.306666666665,14946.859999999999,0.013212535204905356,0.014432425102575787,81.18294394573822,9,3,3,0,ITA
South Korea,2022,Beverages,23262.53,25824.94,75.9,1263.71,30.63,17.549999999999997,Asia,Unknown,75.9,20.435812013832287,58156325.0,0.046020309248166115,4,1,0,4,159.5,1270.4600691117123,0.30901699437502833,22178.1105,5054.84,20435.81201383229,18.408123699266444,1.110151819256117,23964.14666666667,23105.71333333333,0.029444440668303956,0.033340656890831995,61.67192243473581,15,1,2,2,KOR
Russia,2023,Fruits & Vegetables,30114.14,35677.05,48.9,609.87,49.16,17.549999999999997,Europe,Unknown,48.9,58.499434305671706,75285350.0,0.12344491448997327,5,0,1,5,183.5,1271.0883876424302,-0.30901699437484287,10703.218499999999,3049.35,58499.434305671704,49.377965795989304,1.1847275067460006,35195.04,36474.083333333336,0.03293262359269981,0.03760798735735862,49.5533051306016,12,4,3,2,RUS
China,2024,Bakery Items,45901.37,45831.98,85.68,1026.24,49.64,17.549999999999997,Asia,Unknown,85.68,44.660099002182726,114753425.0,0.11181928691144372,6,0,1,6,244.0,1271.7167061731484,-0.8090169943750019,18010.512,6157.4400000000005,44660.099002182724,44.72771476457749,0.9984882804151597,27364.096666666668,27543.143333333337,0.04780461663627866,0.0469072417384569,40.442842785313374,4,0,2,2,CHN
Spain,2019,Meat & Seafood,48620.25,50301.37,173.14,516.41,31.3,13.48,Europe,Northern Hemisphere,173.14,97.40587904959239,121550625.0,0.23537620301698264,1,0,0,1,55.5,1268.5751135195585,0.8090169943749413,6961.2068,516.41,97405.87904959239,94.15048120679306,1.0345765396105533,32744.653333333332,33519.62666666666,0.04929838527731066,0.0515613795571484,15.87742781898104,16,6,3,0,ESP
Argentina,2020,Grains & Cereals,32827.88,34463.61,140.44,437.66,68.53,15.81,America,Southern Hemisphere,140.44,78.74516748160673,82069700.0,0.18751930722478635,2,1,0,2,94.5,1269.2034320502764,1.0,6919.404600000001,875.32,78745.16748160672,75.00772288991453,1.0498274637290013,20015.01,20905.99,0.03141646634624586,0.031775550329274,21.29817489984615,0,5,1,1,ARG
Saudi Arabia,2023,Bakery Items,40840.5,38524.82,141.79,1368.67,41.5,17.549999999999997,Asia,Unknown,141.79,28.147632373033673,102101250.0,0.0745988806651713,5,0,1,5,181.5,1271.0883876424302,-0.30901699437484287,24020.158499999998,6843.35,28147.632373033674,29.839552266068516,0.9432994209179614,19242.156666666666,18728.93,0.04530150349345855,0.04207029816410695,36.6026762136478,13,0,2,2,SAU
Brazil,2023,Prepared Food,18777.45,20043.85,126.6,744.7,41.41,17.549999999999997,America,Unknown,126.6,26.915335034241973,46943625.0,0.06303696119242648,5,0,1,5,201.0,1271.0883876424302,-0.30901699437484287,13069.484999999999,3723.5,26915.335034241973,25.214784476970593,1.0674425973707824,32609.75333333333,32209.210000000003,0.016452461660624206,0.017915423996788856,42.27128105277293,2,7,1,2,BRA
Italy,2023,Meat & Seafood,26903.69,24908.69,35.1,623.3,41.26,17.549999999999997,Europe,Unknown,35.1,39.9626022781967,67259224.99999999,0.10790827049574842,5,0,1,5,189.5,1271.0883876424302,-0.30901699437484287,10938.914999999997,3116.5,39962.6022781967,43.163308198299376,0.9258466031982974,15317.07,14890.830000000002,0.020010401601576498,0.018191184668156935,54.193552061607576,9,6,3,2,ITA
USA,2022,Dairy Products,25753.42,25942.47,71.51,577.14,65.23,17.549999999999997,America,Unknown,71.51,44.950046782409814,64383549.99999999,0.11155620819905047,4,1,0,4,156.5,1270.4600691117123,0.30901699437502833,10128.806999999999,2308.56,44950.046782409816,44.62248327962019,1.0073407726041823,18458.689999999995,18312.61,0.020764357787504545,0.021080226400552602,44.237294174723644,19,2,1,2,USA
Indonesia,2019,Dairy Products,27999.75,26735.28,92.09,593.34,33.81,6.77,Asia,Southern Hemisphere,92.09,45.058954393770854,69999375.0,0.11797514915562747,1,0,0,1,45.5,1268.5751135195585,0.8090169943749413,4016.9118,593.34,45058.95439377085,47.19005966225098,0.95483995392816,24425.21333333333,26145.67333333333,0.04817115211766748,0.04602292897353263,38.364157717329014,8,2,2,1,IDN
China,2021,Prepared Food,12115.15,14281.97,190.82,58.01,49.03,21.96,Asia,Northern Hemisphere,190.82,246.19841406654024,30287875.0,0.5221147215997242,3,1,0,3,144.0,1269.8317505809944,0.8090169943749828,1273.8996,174.03,246198.41406654025,208.84588863988967,1.1788520984057151,23585.09,23888.413333333334,0.011479900738322358,0.013225949730895066,0.0,4,7,2,0,CHN
Argentina,2023,Prepared Food,12372.33,12415.82,138.17,1138.27,52.01,17.549999999999997,America,Unknown,138.17,10.907622971702672,30930825.0,0.02717353966984986,5,0,1,5,193.5,1271.0883876424302,-0.30901699437484287,19976.638499999997,5691.35,10907.622971702673,10.869415867939944,1.003515101844196,16341.133333333331,16926.226666666666,0.017422626597628225,0.017778401074543513,53.343537057698676,0,7,1,2,ARG
South Africa,2024,Prepared Food,17657.47,18438.18,75.73,276.64,47.82,17.549999999999997,Africa,Unknown,75.73,66.65044823597455,44143675.0,0.15957083212839793,6,0,1,6,226.5,1271.7167061731484,-0.8090169943750019,4855.031999999999,1659.84,66650.44823597455,63.82833285135917,1.044214148459547,28751.17333333333,31664.333333333332,0.018223530582603988,0.018818645974999552,40.231083405629455,14,7,0,2,ZAF
Germany,2019,Fruits & Vegetables,3536.85,3057.2,48.25,113.82,66.44,19.4,Europe,Northern Hemisphere,48.25,26.85995431382885,8842125.0,0.07768516078017923,1,0,0,1,63.0,1268.5751135195585,0.8090169943749413,2208.1079999999997,113.82,26859.95431382885,31.074064312071695,0.8643849753311562,15259.633333333337,14201.500000000002,0.003400609543528466,0.002898629240962569,62.32725795115095,6,4,3,0,DEU
Indonesia,2023,Fruits & Vegetables,18031.41,19215.43,85.46,365.47,36.96,17.549999999999997,Asia,Unknown,85.46,52.57731140722905,45078525.0,0.12334398172216597,5,0,1,5,190.0,1271.0883876424302,-0.30901699437484287,6413.9985,1827.3500000000001,52577.31140722905,49.33759268886639,1.0656643046772272,17975.33333333333,18009.959999999995,0.017549760508299428,0.018889045428479485,39.810027763336706,8,4,2,2,IDN
Spain,2023,Bakery Items,5790.86,5547.58,28.85,1214.86,45.32,17.549999999999997,Europe,Unknown,28.85,4.566435638674416,14477150.0,0.01191672291457452,5,0,1,5,216.0,1271.0883876424302,-0.30901699437484287,21320.792999999994,6074.299999999999,4566.435638674416,4.766689165829808,0.9579889688232837,32528.539999999994,33570.78666666666,0.005702928428526924,0.005434002660570798,88.16683656278637,16,0,3,2,ESP
Germany,2018,Fruits & Vegetables,13636.34,15668.2,37.1,979.09,48.46,20.23,Europe,Northern Hemisphere,37.1,16.002818944121582,34090850.0,0.03481891348088531,0,0,0,0,21.0,1267.9467949888406,0.3090169943749612,19806.990700000002,0.0,16002.818944121582,13.927565392354124,1.1490033249390965,6895.506666666669,7592.690000000002,0.013380865819344171,0.01564850979309754,76.01541764972237,6,4,3,0,DEU
Argentina,2018,Grains & Cereals,49181.19,58225.68,87.31,222.31,31.87,16.88,America,Southern Hemisphere,87.31,261.91210471863616,122952975.0,0.5530699248796725,0,0,0,0,16.0,1267.9467949888406,0.3090169943749612,3752.5928,0.0,261912.10471863617,221.22796995186903,1.183901406208349,31460.466666666664,35035.03666666667,0.07039881077842984,0.0834481038898917,16.717333333333332,0,5,1,1,ARG
France,2023,Bakery Items,44497.57,46476.28,172.75,247.47,57.0,17.549999999999997,Europe,Unknown,172.75,187.80571382389783,111243925.0,0.44952489190608963,5,0,1,5,187.5,1271.0883876424302,-0.30901699437484287,4343.098499999999,1237.35,187805.71382389782,179.80995676243586,1.044467821501264,26123.743333333336,25556.47333333333,0.041669130273935456,0.044008067718383975,3.028506485634622,5,0,3,2,FRA
South Korea,2024,Prepared Food,30053.52,34959.69,133.09,1193.69,57.82,17.549999999999997,Asia,Unknown,133.09,29.287076209066004,75133800.0,0.06294247250123566,6,0,1,6,223.5,1271.7167061731484,-0.8090169943750019,20949.259499999996,7162.14,29287.076209066003,25.176989000494263,1.1632477659854819,20440.010000000006,22428.086666666666,0.036583212623885863,0.0421130400390267,38.76747782645969,15,7,2,2,KOR
Spain,2021,Bakery Items,11568.16,9672.02,97.03,1370.86,33.18,13.48,Europe,Northern Hemisphere,97.03,7.055439651021987,28920400.0,0.021096537939687496,3,1,0,3,144.0,1269.8317505809944,0.8090169943749828,18479.1928,4112.58,7055.439651021988,8.438615175874999,0.8360897497959918,21993.089999999997,21840.323333333326,0.010518768904970567,0.00882516485810926,67.56796131868559,16,0,3,0,ESP
Japan,2020,Frozen Food,5266.26,5549.69,25.38,1303.24,34.66,18.18,Asia,Northern Hemisphere,25.38,4.258379116663085,13165650.000000002,0.010102245173567418,2,1,0,2,97.0,1269.2034320502764,1.0,23692.9032,2606.48,4258.379116663085,4.040898069426967,1.0538199785046691,33503.53333333333,31041.960000000003,0.005539114917538895,0.006013354640507106,89.43208095208865,10,3,2,0,JPN
Argentina,2019,Dairy Products,31877.19,35845.52,130.19,887.49,53.39,15.81,America,Southern Hemisphere,130.19,40.38977340589753,79692974.99999999,0.08979591319338807,1,0,0,1,54.5,1268.5751135195585,0.8090169943749413,14031.216900000001,887.49,40389.773405897526,35.918365277355235,1.124488074387987,31143.569999999996,35495.67333333333,0.028511267509377686,0.03191741245137139,29.89491187506338,0,2,1,1,ARG
USA,2024,Prepared Food,4538.11,4999.14,26.16,932.89,61.71,17.549999999999997,America,Unknown,26.16,5.358766842821769,11345275.0,0.012161428464234797,6,0,1,6,236.5,1271.7167061731484,-0.8090169943750019,16372.219499999997,5597.34,5358.766842821769,4.864571385693918,1.1015907503343905,19528.24333333333,19619.633333333335,0.0047996622168876065,0.005298882355079176,88.2752391600296,19,7,1,2,USA
Germany,2022,Dairy Products,6965.54,6131.14,174.3,84.59,31.59,17.549999999999997,Europe,Unknown,174.3,72.48067147416953,17413850.0,0.2058618039957442,4,1,0,4,191.5,1270.4600691117123,0.30901699437502833,1484.5544999999997,338.36,72480.67147416953,82.34472159829767,0.880210292382213,8046.2433333333365,8285.513333333336,0.009663254810249197,0.008355729133426281,17.64829176025535,6,2,3,2,DEU
